Order_ID,Order_Date,Customer_ID,Product,Category,Region,Customer_Segment,Sales_Channel,Payment_Method,Quantity,Unit_Price,Discount_Percent,Sales,Cost,Profit
ORD0326,29-12-2024,CUST1051,Office Chair,Furniture,East,Small Business,Distributor,Debit Card,2,8553.64,0,17107.28,11598.28,5509
ORD0050,05-01-2025,CUST1092,Notebook Pack,Office Supplies,South,Small Business,Retail Store,Cash,3,436.64,12,1152.73,631.96,520.77
ORD0088,06-01-2025,CUST1075,Headphones,Electronics,South,Small Business,Online,Cash,7,2536.13,15,15089.97,10685.62,4404.35
ORD0487,06-01-2025,CUST1228,Pen Set,Office Supplies,South,Consumer,Online,Credit Card,4,241.89,15,822.43,454.89,367.54
ORD0370,10-01-2025,CUST1222,Laptop,Electronics,Central,Small Business,Online,Credit Card,7,51030.1,2,350066.49,262294.75,87771.74
ORD0516,10-01-2025,CUST1065,Laptop,Electronics,South,Small Business,Online,Credit Card,5,56056.99,0,280284.95,200741,79543.95
ORD0281,13-01-2025,CUST1172,Notebook Pack,Office Supplies,South,Small Business,Distributor,UPI,2,465.15,10,837.27,502.21,335.06
ORD0579,14-01-2025,CUST1171,Laptop,Electronics,South,Consumer,Retail Store,UPI,5,51721.35,12,227573.94,154011.82,73562.12
ORD0481,16-01-2025,CUST1062,Headphones,Electronics,South,Corporate,Online,UPI,4,2301.6,15,7825.44,5312.66,2512.78
ORD0504,16-01-2025,CUST1020,Printer,Office Supplies,Central,Small Business,Online,Debit Card,6,9892.19,10,53417.83,33271.73,20146.1
ORD0561,17-01-2025,CUST1171,Tablet,Electronics,North,Consumer,Retail Store,Net Banking,1,18723.11,12,16476.34,11274.68,5201.66
ORD0114,18-01-2025,CUST1215,Desk,Furniture,North,Small Business,Online,Cash,2,12792.16,15,21746.67,14106.67,7640
ORD0493,21-01-2025,CUST1149,Laptop,Electronics,South,Consumer,Retail Store,Cash,2,54327.55,12,95616.49,66634.39,28982.1
ORD0554,26-01-2025,CUST1110,Pen Set,Office Supplies,East,Consumer,Online,Debit Card,5,248.96,5,1182.56,694.76,487.8
ORD0266,29-01-2025,CUST1085,Printer,Office Supplies,Central,Consumer,Online,Cash,6,8848.29,15,45126.28,26069.83,19056.45
ORD0301,29-01-2025,CUST1228,Bookshelf,Furniture,Central,Consumer,Retail Store,Cash,3,7024.62,15,17912.78,12979.35,4933.43
ORD0307,30-01-2025,CUST1053,Laptop,Electronics,North,Consumer,Online,Cash,8,58950.09,12,415008.63,311069.37,103939.26
ORD0376,30-01-2025,CUST1150,Desk,Furniture,North,Consumer,Retail Store,Debit Card,3,11874.44,12,31348.52,22760.79,8587.73
ORD0514,12-02-2025,CUST1092,Bookshelf,Furniture,South,Consumer,Online,Debit Card,3,6877.88,15,17538.59,12124.44,5414.15
ORD0444,14-02-2025,CUST1213,Smartphone,Electronics,Central,Corporate,Distributor,Net Banking,4,22022.79,0,88091.16,60614.98,27476.18
ORD0263,15-02-2025,CUST1033,Laptop,Electronics,West,Small Business,Online,Cash,6,53347.49,8,294478.14,227950.12,66528.02
ORD0037,16-02-2025,CUST1247,Laptop,Electronics,North,Consumer,Retail Store,UPI,5,54063.95,10,243287.77,170066.08,73221.69
ORD0398,17-02-2025,CUST1025,Tablet,Electronics,West,Small Business,Retail Store,Net Banking,3,18306,12,48327.84,32381.77,15946.07
ORD0424,17-02-2025,CUST1092,Bookshelf,Furniture,Central,Corporate,Online,UPI,7,6444.89,12,39700.52,27027.6,12672.92
ORD0258,18-02-2025,CUST1195,Office Chair,Furniture,North,Consumer,Retail Store,Credit Card,5,8922.31,10,40150.39,28227.07,11923.32
ORD0416,18-02-2025,CUST1169,Printer,Office Supplies,West,Consumer,Retail Store,UPI,2,9151.33,12,16106.34,9002.14,7104.2
ORD0086,20-02-2025,CUST1013,Printer,Office Supplies,West,Small Business,Retail Store,Credit Card,7,9096.49,5,60491.66,35769.45,24722.21
ORD0211,20-02-2025,CUST1033,Tablet,Electronics,North,Small Business,Distributor,Cash,6,19122.91,15,97526.84,68133.51,29393.33
ORD0353,20-02-2025,CUST1231,Notebook Pack,Office Supplies,Central,Corporate,Distributor,Cash,3,477.48,5,1360.82,818.25,542.57
ORD0197,22-02-2025,CUST1070,Keyboard,Accessories,West,Consumer,Online,UPI,5,1501.97,8,6909.06,4240.21,2668.85
ORD0143,25-02-2025,CUST1091,Keyboard,Accessories,East,Corporate,Online,Credit Card,5,1590.03,5,7552.64,4765.22,2787.42
ORD0046,06-03-2025,CUST1201,Bookshelf,Furniture,North,Small Business,Online,Net Banking,8,7104.92,2,55702.57,39590.57,16112
ORD0277,06-03-2025,CUST1057,Backpack,Accessories,North,Consumer,Distributor,Debit Card,7,1808.85,5,12028.85,8026.51,4002.34
ORD0451,06-03-2025,CUST1121,Desk,Furniture,West,Small Business,Online,UPI,3,11590.55,15,29555.9,21275.84,8280.06
ORD0499,10-03-2025,CUST1007,Keyboard,Accessories,South,Corporate,Retail Store,Credit Card,7,1430.69,8,9213.64,5428.17,3785.47
ORD0203,13-03-2025,CUST1048,Headphones,Electronics,East,Small Business,Online,UPI,3,2416.53,2,7104.6,5139.37,1965.23
ORD0264,14-03-2025,CUST1236,Laptop,Electronics,South,Consumer,Online,Cash,4,57060.49,10,205417.76,141162.28,64255.48
ORD0347,14-03-2025,CUST1131,Backpack,Accessories,East,Consumer,Distributor,UPI,5,1774.43,15,7541.33,4800.85,2740.48
ORD0387,14-03-2025,CUST1077,Smartphone,Electronics,South,Consumer,Retail Store,Net Banking,5,21591.51,5,102559.67,78938.05,23621.62
ORD0060,16-03-2025,CUST1153,Laptop,Electronics,North,Consumer,Retail Store,Debit Card,8,51079.6,12,359600.38,263730.48,95869.9
ORD0237,16-03-2025,CUST1104,Bookshelf,Furniture,North,Corporate,Distributor,Cash,3,7024.78,10,18966.91,13336.53,5630.38
ORD0107,17-03-2025,CUST1032,Office Chair,Furniture,South,Consumer,Retail Store,UPI,7,8824.47,10,55594.16,36698.05,18896.11
ORD0043,18-03-2025,CUST1193,Headphones,Electronics,East,Corporate,Online,Credit Card,7,2666.54,15,15865.91,11388.56,4477.35
ORD0125,21-03-2025,CUST1103,Headphones,Electronics,Central,Consumer,Retail Store,Credit Card,1,2382.73,12,2096.8,1616.35,480.45
ORD0132,23-03-2025,CUST1013,Office Chair,Furniture,East,Consumer,Distributor,Cash,3,8285.67,8,22868.45,16283.18,6585.27
ORD0578,23-03-2025,CUST1017,Office Chair,Furniture,Central,Small Business,Online,Cash,8,8464.72,5,64331.87,46127.19,18204.68
ORD0070,24-03-2025,CUST1039,Backpack,Accessories,North,Small Business,Distributor,Debit Card,3,1829.04,10,4938.41,2875.5,2062.91
ORD0565,27-03-2025,CUST1202,Keyboard,Accessories,West,Corporate,Retail Store,UPI,6,1421.25,0,8527.5,5189.18,3338.32
ORD0399,28-03-2025,CUST1036,Tablet,Electronics,East,Corporate,Online,UPI,2,18837.69,10,33907.84,25670.97,8236.87
ORD0466,28-03-2025,CUST1214,Pen Set,Office Supplies,South,Consumer,Retail Store,Net Banking,1,254.4,15,216.24,117.98,98.26
ORD0027,29-03-2025,CUST1125,Tablet,Electronics,South,Small Business,Online,Debit Card,3,18798.93,5,53576.95,41487.55,12089.4
ORD0206,30-03-2025,CUST1091,Smartphone,Electronics,Central,Consumer,Distributor,Credit Card,2,20860.77,5,39635.46,28389.07,11246.39
ORD0232,01-04-2025,CUST1054,Bookshelf,Furniture,South,Small Business,Retail Store,Cash,8,7035.05,5,53466.38,37981.69,15484.69
ORD0344,03-04-2025,CUST1215,Desk,Furniture,Central,Corporate,Retail Store,Credit Card,6,11274.8,12,59530.94,43241.41,16289.53
ORD0377,05-04-2025,CUST1062,Headphones,Electronics,West,Consumer,Distributor,Cash,8,2595.63,15,17650.28,12637.47,5012.81
ORD0267,06-04-2025,CUST1201,Pen Set,Office Supplies,North,Consumer,Distributor,Credit Card,6,263.71,8,1455.68,837.05,618.63
ORD0304,07-04-2025,CUST1055,Printer,Office Supplies,Central,Small Business,Online,UPI,5,10047.73,10,45214.78,26847.24,18367.54
ORD0224,12-04-2025,CUST1111,Printer,Office Supplies,North,Small Business,Distributor,UPI,6,10072.55,15,51370,29925.49,21444.51
ORD0427,12-04-2025,CUST1204,Office Chair,Furniture,South,Consumer,Online,Debit Card,5,8855.65,15,37636.51,27323.88,10312.63
ORD0146,15-04-2025,CUST1073,Smartphone,Electronics,East,Consumer,Online,Cash,6,21147.49,10,114196.45,83352.3,30844.15
ORD0153,16-04-2025,CUST1179,Office Chair,Furniture,South,Small Business,Distributor,Cash,8,8257.3,5,62755.48,44372.62,18382.86
ORD0306,17-04-2025,CUST1153,Laptop,Electronics,North,Consumer,Distributor,UPI,6,53307.13,10,287858.5,200596.85,87261.65
ORD0310,17-04-2025,CUST1101,Pen Set,Office Supplies,East,Small Business,Online,Net Banking,1,233.21,0,233.21,130.13,103.08
ORD0324,18-04-2025,CUST1173,Backpack,Accessories,North,Small Business,Retail Store,UPI,1,1837.91,0,1837.91,1186.42,651.49
ORD0288,24-04-2025,CUST1069,Notebook Pack,Office Supplies,West,Corporate,Distributor,Credit Card,1,443.82,12,390.56,209.94,180.62
ORD0216,25-04-2025,CUST1143,Bookshelf,Furniture,South,Small Business,Online,Cash,1,7553.37,10,6798.03,4281.43,2516.6
ORD0286,28-04-2025,CUST1192,Laptop,Electronics,West,Small Business,Distributor,UPI,4,57696.31,0,230785.24,161072.99,69712.25
ORD0201,02-05-2025,CUST1123,Notebook Pack,Office Supplies,Central,Consumer,Online,Net Banking,6,450.41,12,2378.16,1431.54,946.62
ORD0097,04-05-2025,CUST1144,Bookshelf,Furniture,Central,Consumer,Distributor,Debit Card,6,6486.01,0,38916.06,25387.75,13528.31
ORD0052,05-05-2025,CUST1238,Printer,Office Supplies,East,Consumer,Distributor,UPI,6,8920.09,12,47098.08,28848.96,18249.12
ORD0116,08-05-2025,CUST1200,Keyboard,Accessories,East,Consumer,Distributor,Cash,7,1403.97,15,8353.62,4934.28,3419.34
ORD0359,08-05-2025,CUST1016,Notebook Pack,Office Supplies,South,Corporate,Online,Credit Card,4,482.3,8,1774.86,1009.87,764.99
ORD0491,09-05-2025,CUST1248,Backpack,Accessories,South,Corporate,Online,Credit Card,8,1868.5,0,14948,8779.91,6168.09
ORD0002,11-05-2025,CUST1161,Bookshelf,Furniture,North,Consumer,Online,UPI,8,7361.49,12,51824.89,34921.86,16903.03
ORD0008,12-05-2025,CUST1143,Pen Set,Office Supplies,West,Corporate,Retail Store,Debit Card,4,235.59,8,866.97,471.83,395.14
ORD0431,13-05-2025,CUST1033,Pen Set,Office Supplies,Central,Consumer,Retail Store,Cash,3,247.57,8,683.29,371.71,311.58
ORD0150,16-05-2025,CUST1209,Tablet,Electronics,South,Small Business,Retail Store,Debit Card,1,17067.91,10,15361.12,10924.62,4436.5
ORD0179,17-05-2025,CUST1127,Backpack,Accessories,Central,Corporate,Distributor,UPI,5,1685.12,5,8004.32,5209.59,2794.73
ORD0302,19-05-2025,CUST1115,Office Chair,Furniture,North,Consumer,Retail Store,Debit Card,8,7946.19,12,55941.18,38417.42,17523.76
ORD0148,24-05-2025,CUST1098,Smartphone,Electronics,Central,Consumer,Retail Store,Cash,1,23755.11,0,23755.11,16262.43,7492.68
ORD0394,24-05-2025,CUST1037,Laptop,Electronics,Central,Small Business,Online,UPI,7,58637.75,2,402254.97,290452.07,111802.9
ORD0233,25-05-2025,CUST1233,Tablet,Electronics,West,Consumer,Distributor,Credit Card,4,18390.41,10,66205.48,49528.86,16676.62
ORD0354,25-05-2025,CUST1204,Laptop,Electronics,West,Small Business,Distributor,UPI,4,57152.3,2,224037.02,160090.28,63946.74
ORD0239,26-05-2025,CUST1189,Backpack,Accessories,West,Corporate,Distributor,Credit Card,8,1876.33,0,15010.64,9020.2,5990.44
ORD0154,28-05-2025,CUST1025,Tablet,Electronics,East,Small Business,Online,Debit Card,8,17002.15,15,115614.62,83693.23,31921.39
ORD0434,28-05-2025,CUST1068,Printer,Office Supplies,Central,Consumer,Distributor,Debit Card,5,9483.24,5,45045.39,24192.19,20853.2
ORD0480,02-06-2025,CUST1221,Desk,Furniture,North,Consumer,Distributor,Debit Card,7,12866.46,12,79257.39,53363.11,25894.28
ORD0145,05-06-2025,CUST1059,Tablet,Electronics,East,Small Business,Distributor,Net Banking,8,18705.58,15,127197.94,95460.74,31737.2
ORD0012,11-06-2025,CUST1116,Headphones,Electronics,North,Consumer,Online,Cash,6,2364.51,10,12768.35,9194.75,3573.6
ORD0096,11-06-2025,CUST1026,Notebook Pack,Office Supplies,Central,Small Business,Online,UPI,5,461.01,5,2189.8,1362.62,827.18
ORD0570,12-06-2025,CUST1202,Bookshelf,Furniture,West,Small Business,Distributor,Debit Card,4,7405.98,0,29623.92,19214.74,10409.18
ORD0455,13-06-2025,CUST1136,Pen Set,Office Supplies,East,Consumer,Retail Store,Debit Card,6,256.35,0,1538.1,839.85,698.25
ORD0358,15-06-2025,CUST1039,Notebook Pack,Office Supplies,West,Consumer,Distributor,Debit Card,7,455.95,2,3127.82,1751.82,1376
ORD0083,19-06-2025,CUST1219,Notebook Pack,Office Supplies,Central,Consumer,Online,Cash,3,469.97,0,1409.91,816.4,593.51
ORD0156,21-06-2025,CUST1135,Office Chair,Furniture,North,Consumer,Distributor,Credit Card,7,8934.11,8,57535.67,36574.96,20960.71
ORD0312,25-06-2025,CUST1093,Headphones,Electronics,North,Consumer,Retail Store,Credit Card,7,2527.1,12,15566.94,10435.53,5131.41
ORD0592,30-06-2025,CUST1060,Smartphone,Electronics,South,Corporate,Retail Store,Net Banking,7,21283.28,5,141533.81,98672.52,42861.29
ORD0314,04-07-2025,CUST1059,Laptop,Electronics,North,Consumer,Online,Debit Card,7,55424.81,12,341416.83,242919.21,98497.62
ORD0383,04-07-2025,CUST1005,Smartphone,Electronics,Central,Corporate,Distributor,Debit Card,2,22427.53,0,44855.06,32077.25,12777.81
ORD0368,06-07-2025,CUST1175,Smartphone,Electronics,North,Small Business,Retail Store,Net Banking,7,22613.02,8,145627.85,105273.02,40354.83
ORD0292,07-07-2025,CUST1147,Smartphone,Electronics,North,Corporate,Online,Credit Card,7,21167.34,5,140762.81,108315.55,32447.26
ORD0327,07-07-2025,CUST1048,Bookshelf,Furniture,North,Consumer,Retail Store,UPI,7,7176.21,10,45210.12,31826.09,13384.03
ORD0439,07-07-2025,CUST1183,Printer,Office Supplies,North,Consumer,Online,Cash,2,9276.17,8,17068.15,10248.72,6819.43
ORD0076,13-07-2025,CUST1015,Backpack,Accessories,West,Corporate,Retail Store,Cash,7,1761.58,10,11097.95,6924.25,4173.7
ORD0025,15-07-2025,CUST1222,Backpack,Accessories,South,Corporate,Online,Net Banking,1,1846.56,12,1624.97,987.12,637.85
ORD0335,15-07-2025,CUST1219,Laptop,Electronics,East,Small Business,Retail Store,Net Banking,7,54670.88,10,344426.54,244803.56,99622.98
ORD0222,16-07-2025,CUST1196,Printer,Office Supplies,South,Consumer,Online,Cash,6,9060.62,8,50014.62,30945.76,19068.86
ORD0058,19-07-2025,CUST1175,Tablet,Electronics,North,Small Business,Distributor,UPI,7,18973.38,12,116876.02,77959.28,38916.74
ORD0361,22-07-2025,CUST1078,Notebook Pack,Office Supplies,West,Consumer,Distributor,Debit Card,5,447.73,10,2014.79,1241.96,772.83
ORD0390,25-07-2025,CUST1041,Backpack,Accessories,North,Corporate,Distributor,Debit Card,1,1850.15,15,1572.63,906.39,666.24
ORD0011,26-07-2025,CUST1105,Headphones,Electronics,Central,Corporate,Retail Store,Credit Card,5,2565.73,12,11289.21,8006.49,3282.72
ORD0500,27-07-2025,CUST1220,Pen Set,Office Supplies,East,Consumer,Retail Store,Credit Card,3,242.38,15,618.07,341.29,276.78
ORD0501,29-07-2025,CUST1071,Smartphone,Electronics,West,Consumer,Retail Store,Debit Card,6,21450.23,8,118405.27,82000.7,36404.57
ORD0556,31-07-2025,CUST1102,Headphones,Electronics,South,Corporate,Online,Cash,1,2514.59,15,2137.4,1528.97,608.43
ORD0350,01-08-2025,CUST1058,Bookshelf,Furniture,Central,Small Business,Distributor,Net Banking,8,7483.64,5,56875.66,39116.12,17759.54
ORD0449,02-08-2025,CUST1083,Headphones,Electronics,North,Corporate,Retail Store,Credit Card,2,2432.13,5,4621.05,3430.45,1190.6
ORD0100,03-08-2025,CUST1108,Smartphone,Electronics,North,Corporate,Online,UPI,3,22987.65,5,65514.8,49745.82,15768.98
ORD0426,05-08-2025,CUST1139,Smartphone,Electronics,North,Consumer,Online,Cash,1,22703.73,2,22249.66,16398.79,5850.87
ORD0550,06-08-2025,CUST1222,Keyboard,Accessories,South,Consumer,Distributor,Debit Card,7,1472.46,10,9276.5,6208.33,3068.17
ORD0566,09-08-2025,CUST1120,Desk,Furniture,East,Corporate,Retail Store,Net Banking,7,12016.88,0,84118.16,59195.55,24922.61
ORD0257,12-08-2025,CUST1121,Desk,Furniture,East,Consumer,Online,Credit Card,6,11128.25,2,65434.11,43443.06,21991.05
ORD0296,14-08-2025,CUST1233,Headphones,Electronics,East,Small Business,Online,Net Banking,1,2679,10,2411.1,1684.53,726.57
ORD0160,17-08-2025,CUST1165,Keyboard,Accessories,Central,Small Business,Online,Cash,2,1449.38,8,2666.86,1715.55,951.31
ORD0360,17-08-2025,CUST1009,Tablet,Electronics,Central,Small Business,Online,Net Banking,7,17692.71,8,113941.05,86903.81,27037.24
ORD0403,18-08-2025,CUST1149,Notebook Pack,Office Supplies,West,Consumer,Online,Net Banking,4,442.31,2,1733.86,1044.63,689.23
ORD0571,19-08-2025,CUST1033,Laptop,Electronics,East,Small Business,Online,Debit Card,5,50664.66,10,227990.97,160354.71,67636.26
ORD0053,20-08-2025,CUST1108,Printer,Office Supplies,North,Corporate,Retail Store,UPI,5,9430.56,0,47152.8,28772.5,18380.3
ORD0458,20-08-2025,CUST1247,Notebook Pack,Office Supplies,Central,Small Business,Retail Store,UPI,5,431.85,15,1835.36,992.28,843.08
ORD0081,21-08-2025,CUST1019,Desk,Furniture,Central,Small Business,Retail Store,Cash,3,12541.45,15,31980.7,23023.16,8957.54
ORD0453,21-08-2025,CUST1183,Smartphone,Electronics,South,Small Business,Online,Cash,2,23502.79,12,41364.91,27756.47,13608.44
ORD0077,23-08-2025,CUST1077,Office Chair,Furniture,Central,Consumer,Retail Store,Net Banking,6,8506.52,12,44914.43,32543.17,12371.26
ORD0181,23-08-2025,CUST1127,Pen Set,Office Supplies,South,Consumer,Online,Net Banking,6,230.96,15,1177.9,685.42,492.48
ORD0522,23-08-2025,CUST1217,Bookshelf,Furniture,East,Small Business,Retail Store,UPI,4,6872.74,12,24192.04,16176.62,8015.42
ORD0533,23-08-2025,CUST1212,Keyboard,Accessories,East,Consumer,Online,Debit Card,1,1383.39,2,1355.72,786.11,569.61
ORD0204,25-08-2025,CUST1120,Notebook Pack,Office Supplies,West,Corporate,Online,Cash,3,424.61,12,1120.97,626.59,494.38
ORD0446,25-08-2025,CUST1040,Pen Set,Office Supplies,South,Corporate,Online,Cash,7,234.14,5,1557.03,903.51,653.52
ORD0557,27-08-2025,CUST1140,Keyboard,Accessories,South,Small Business,Online,Cash,6,1513.33,12,7990.38,5042.62,2947.76
ORD0352,30-08-2025,CUST1053,Bookshelf,Furniture,West,Corporate,Online,Credit Card,4,7361.69,10,26502.08,17151.72,9350.36
ORD0108,02-09-2025,CUST1044,Smartphone,Electronics,East,Consumer,Online,Cash,6,22025.67,0,132154.02,102637.74,29516.28
ORD0164,07-09-2025,CUST1120,Pen Set,Office Supplies,West,Consumer,Distributor,UPI,4,267.42,12,941.32,507.48,433.84
ORD0537,07-09-2025,CUST1175,Tablet,Electronics,Central,Consumer,Distributor,UPI,6,19287.05,12,101835.62,75104.39,26731.23
ORD0099,10-09-2025,CUST1104,Notebook Pack,Office Supplies,East,Consumer,Online,Credit Card,2,414.12,5,786.83,428.04,358.79
ORD0365,12-09-2025,CUST1015,Laptop,Electronics,West,Corporate,Online,Credit Card,5,54648.33,2,267776.82,182974.97,84801.85
ORD0479,12-09-2025,CUST1058,Pen Set,Office Supplies,Central,Consumer,Retail Store,Credit Card,4,262.16,5,996.21,561.91,434.3
ORD0333,14-09-2025,CUST1161,Keyboard,Accessories,North,Consumer,Distributor,Debit Card,8,1505.31,15,10236.11,6399.45,3836.66
ORD0462,15-09-2025,CUST1002,Laptop,Electronics,North,Small Business,Online,Debit Card,7,53136.15,5,353355.4,264646.41,88708.99
ORD0338,16-09-2025,CUST1173,Keyboard,Accessories,Central,Corporate,Retail Store,Cash,6,1383.96,8,7639.46,5083.62,2555.84
ORD0256,17-09-2025,CUST1182,Office Chair,Furniture,East,Consumer,Online,Net Banking,6,8635.22,0,51811.32,37786.13,14025.19
ORD0273,17-09-2025,CUST1240,Headphones,Electronics,West,Corporate,Distributor,Cash,8,2316.94,15,15755.19,11243.8,4511.39
ORD0476,18-09-2025,CUST1121,Backpack,Accessories,North,Small Business,Distributor,Cash,7,1897.11,0,13279.77,7978.91,5300.86
ORD0339,23-09-2025,CUST1130,Printer,Office Supplies,North,Consumer,Online,Cash,7,9510.93,8,61250.39,35167.07,26083.32
ORD0355,25-09-2025,CUST1229,Keyboard,Accessories,South,Corporate,Online,Credit Card,7,1581.77,2,10850.94,6616.23,4234.71
ORD0141,27-09-2025,CUST1186,Notebook Pack,Office Supplies,North,Consumer,Online,UPI,3,462.58,2,1359.99,840.58,519.41
ORD0131,30-09-2025,CUST1205,Printer,Office Supplies,North,Consumer,Retail Store,Debit Card,6,10242.68,2,60226.96,36710.68,23516.28
ORD0428,01-10-2025,CUST1016,Notebook Pack,Office Supplies,West,Small Business,Online,UPI,1,421.88,2,413.44,224.27,189.17
ORD0073,05-10-2025,CUST1083,Keyboard,Accessories,Central,Small Business,Distributor,Debit Card,6,1487.58,0,8925.48,5438.68,3486.8
ORD0068,06-10-2025,CUST1210,Backpack,Accessories,East,Corporate,Retail Store,Credit Card,3,1798.31,8,4963.34,2888.13,2075.21
ORD0452,07-10-2025,CUST1237,Printer,Office Supplies,East,Consumer,Retail Store,Net Banking,5,9407.69,15,39982.68,22331.05,17651.63
ORD0005,08-10-2025,CUST1172,Notebook Pack,Office Supplies,South,Consumer,Online,Net Banking,1,427.64,8,393.43,214.68,178.75
ORD0040,10-10-2025,CUST1201,Notebook Pack,Office Supplies,North,Small Business,Distributor,Credit Card,8,470.12,5,3572.91,2119.53,1453.38
ORD0029,13-10-2025,CUST1109,Notebook Pack,Office Supplies,West,Consumer,Distributor,Debit Card,1,467.21,12,411.14,224.38,186.76
ORD0102,16-10-2025,CUST1012,Desk,Furniture,North,Consumer,Retail Store,UPI,2,11305.35,10,20349.63,14765.04,5584.59
ORD0536,16-10-2025,CUST1114,Bookshelf,Furniture,North,Corporate,Retail Store,Cash,3,6538.27,12,17261.03,12153.05,5107.98
ORD0187,23-10-2025,CUST1044,Smartphone,Electronics,West,Small Business,Retail Store,Debit Card,6,21806.46,5,124296.82,83237.99,41058.83
ORD0509,23-10-2025,CUST1020,Bookshelf,Furniture,Central,Corporate,Online,UPI,6,6877.09,8,37961.54,25515.7,12445.84
ORD0020,24-10-2025,CUST1131,Smartphone,Electronics,East,Consumer,Online,Net Banking,3,21784.97,8,60126.52,39977.5,20149.02
ORD0013,25-10-2025,CUST1240,Smartphone,Electronics,East,Consumer,Online,Cash,2,22458.59,5,42671.32,30044.06,12627.26
ORD0437,25-10-2025,CUST1105,Keyboard,Accessories,South,Corporate,Retail Store,Debit Card,5,1576.75,10,7095.38,4387.5,2707.88
ORD0293,27-10-2025,CUST1128,Smartphone,Electronics,South,Corporate,Online,Debit Card,3,23111.97,10,62402.32,41820.73,20581.59
ORD0386,28-10-2025,CUST1155,Office Chair,Furniture,North,Consumer,Online,Net Banking,8,8649.99,8,63663.93,46662.65,17001.28
ORD0113,30-10-2025,CUST1041,Laptop,Electronics,North,Corporate,Online,Cash,8,58428.98,0,467431.84,330897.26,136534.58
ORD0528,01-11-2025,CUST1237,Pen Set,Office Supplies,West,Consumer,Retail Store,Credit Card,8,234.24,0,1873.92,1068.78,805.14
ORD0149,02-11-2025,CUST1148,Smartphone,Electronics,North,Corporate,Distributor,Debit Card,3,20485.14,15,52237.11,35432.29,16804.82
ORD0265,03-11-2025,CUST1024,Backpack,Accessories,West,Small Business,Online,Credit Card,5,1922.88,10,8652.96,5157.02,3495.94
ORD0039,05-11-2025,CUST1102,Office Chair,Furniture,South,Consumer,Retail Store,UPI,8,8953.5,0,71628,45215.42,26412.58
ORD0268,10-11-2025,CUST1036,Headphones,Electronics,West,Consumer,Distributor,Cash,4,2361.08,2,9255.43,6863.86,2391.57
ORD0518,10-11-2025,CUST1179,Smartphone,Electronics,North,Consumer,Retail Store,Debit Card,8,21871.96,8,160977.63,124702.24,36275.39
ORD0542,10-11-2025,CUST1041,Smartphone,Electronics,South,Small Business,Distributor,Cash,6,22303.2,12,117760.9,79616.16,38144.74
ORD0585,16-11-2025,CUST1129,Bookshelf,Furniture,West,Consumer,Online,Credit Card,1,7465.11,12,6569.3,4326.5,2242.8
ORD0031,18-11-2025,CUST1002,Keyboard,Accessories,East,Corporate,Retail Store,UPI,7,1413.68,0,9895.76,6055.97,3839.79
ORD0215,18-11-2025,CUST1153,Headphones,Electronics,South,Consumer,Online,Net Banking,8,2401.21,8,17672.91,13285.98,4386.93
ORD0051,19-11-2025,CUST1091,Smartphone,Electronics,North,Consumer,Online,Net Banking,2,22186.54,12,39048.31,30076.7,8971.61
ORD0183,19-11-2025,CUST1050,Bookshelf,Furniture,Central,Consumer,Online,Credit Card,4,6548.43,5,24884.03,18132.21,6751.82
ORD0363,19-11-2025,CUST1063,Tablet,Electronics,South,Small Business,Online,Debit Card,4,18035.39,8,66370.24,50137.27,16232.97
ORD0032,24-11-2025,CUST1197,Smartphone,Electronics,East,Small Business,Distributor,Debit Card,4,20302.79,10,73090.04,49333.83,23756.21
ORD0188,27-11-2025,CUST1024,Headphones,Electronics,South,Consumer,Online,UPI,8,2646.92,2,20751.85,15438.21,5313.64
ORD0559,28-11-2025,CUST1249,Pen Set,Office Supplies,West,Consumer,Online,UPI,8,233.23,8,1716.57,1031.24,685.33
ORD0004,29-11-2025,CUST1011,Desk,Furniture,Central,Small Business,Online,Credit Card,4,11336.24,8,41717.36,29198.64,12518.72
ORD0175,29-11-2025,CUST1231,Keyboard,Accessories,North,Corporate,Online,Debit Card,6,1474.2,15,7518.42,4977.58,2540.84
ORD0235,30-11-2025,CUST1073,Bookshelf,Furniture,North,Small Business,Distributor,UPI,6,6812.02,15,34741.3,22373.46,12367.84
ORD0329,06-12-2025,CUST1095,Backpack,Accessories,East,Consumer,Retail Store,Cash,2,1867.4,2,3660.1,2388.15,1271.95
ORD0170,08-12-2025,CUST1100,Headphones,Electronics,East,Consumer,Distributor,Net Banking,4,2533.9,12,8919.33,6039.74,2879.59
ORD0093,10-12-2025,CUST1054,Headphones,Electronics,South,Consumer,Online,Net Banking,8,2511.82,15,17080.38,12774.67,4305.71
ORD0225,15-12-2025,CUST1169,Notebook Pack,Office Supplies,North,Corporate,Online,Net Banking,4,431.16,0,1724.64,1000.75,723.89
ORD0084,16-12-2025,CUST1022,Backpack,Accessories,East,Small Business,Online,UPI,7,1815.97,10,11440.61,7435.99,4004.62
ORD0558,16-12-2025,CUST1175,Keyboard,Accessories,West,Small Business,Retail Store,Cash,2,1496.24,15,2543.61,1682.71,860.9
ORD0471,22-12-2025,CUST1007,Desk,Furniture,West,Consumer,Distributor,UPI,8,11133.55,8,81942.93,51410.52,30532.41
ORD0496,23-12-2025,CUST1201,Bookshelf,Furniture,West,Small Business,Distributor,Credit Card,6,7486.85,5,42675.05,28903.92,13771.13
